X,Y,#
4366,2159,BAD
4367,2159,BAD
4368,2159,BAD
4369,2159,BAD
4370,2159,BAD
4371,2159,BAD
4372,2159,BAD
4373,2159,BAD
4374,2159,BAD
4375,2159,BAD
4376,2159,BAD
4377,2159,BAD
4378,2159,BAD
4379,2159,BAD
4380,2159,BAD
4381,2159,BAD
4382,2159,BAD
4383,2159,BAD
4384,2159,BAD
4385,2159,BAD
4386,2159,BAD
4387,2159,BAD
4349,2160,BAD
4350,2160,BAD
4351,2160,BAD
4352,2160,BAD
4353,2160,BAD
4354,2160,BAD
4355,2160,BAD
4356,2160,BAD
4357,2160,BAD
4358,2160,BAD
4359,2160,BAD
4360,2160,BAD
4361,2160,BAD
4362,2160,BAD
4363,2160,BAD
4364,2160,BAD
4365,2160,BAD
4366,2160,BAD
4367,2160,BAD
4368,2160,BAD
4369,2160,BAD
4370,2160,BAD
4371,2160,BAD
4372,2160,BAD
4373,2160,BAD
4374,2160,BAD
4375,2160,BAD
4376,2160,BAD
4377,2160,BAD
4378,2160,BAD
4379,2160,BAD
4380,2160,BAD
4381,2160,BAD
4382,2160,BAD
4383,2160,BAD
4384,2160,BAD
4385,2160,BAD
4386,2160,BAD
4352,2161,BAD
4353,2161,BAD
4354,2161,BAD
4355,2161,BAD
4356,2161,BAD
4357,2161,BAD
4358,2161,BAD
4359,2161,BAD
4360,2161,BAD
4361,2161,BAD
4362,2161,BAD
4363,2161,BAD
4364,2161,BAD
4365,2161,BAD
4366,2161,BAD
4367,2161,BAD
4368,2161,BAD
4369,2161,BAD
4370,2161,BAD
4371,2161,BAD
4372,2161,BAD
4373,2161,BAD
4374,2161,BAD
4375,2161,BAD
4376,2161,BAD
4377,2161,BAD
4378,2161,BAD
4379,2161,BAD
4380,2161,BAD
4381,2161,BAD
4382,2161,BAD
4383,2161,BAD
4384,2161,BAD
4385,2161,BAD
4386,2161,BAD
4358,2162,BAD
4359,2162,BAD
4360,2162,BAD
4361,2162,BAD
4362,2162,BAD
4363,2162,BAD
4364,2162,BAD
4365,2162,BAD
4366,2162,BAD
4367,2162,BAD
4368,2162,BAD
4369,2162,BAD
4370,2162,BAD
4371,2162,BAD
4372,2162,BAD
4373,2162,BAD
4374,2162,BAD
4375,2162,BAD
4376,2162,BAD
4377,2162,BAD
4378,2162,BAD
4379,2162,BAD
4380,2162,BAD
4381,2162,BAD
4382,2162,BAD
4383,2162,BAD
4384,2162,BAD
4385,2162,BAD
4360,2163,BAD
4361,2163,BAD
4362,2163,BAD
4363,2163,BAD
4364,2163,BAD
4365,2163,BAD
4366,2163,BAD
4367,2163,BAD
4368,2163,BAD
4369,2163,BAD
4370,2163,BAD
4371,2163,BAD
4372,2163,BAD
4373,2163,BAD
4374,2163,BAD
4375,2163,BAD
4376,2163,BAD
4377,2163,BAD
4378,2163,BAD
4379,2163,BAD
4380,2163,BAD
4381,2163,BAD
4382,2163,BAD
4383,2163,BAD
4384,2163,BAD
4362,2164,BAD
4363,2164,BAD
4364,2164,BAD
4365,2164,BAD
4366,2164,BAD
4367,2164,BAD
4368,2164,BAD
4369,2164,BAD
4370,2164,BAD
4371,2164,BAD
4372,2164,BAD
4373,2164,BAD
4374,2164,BAD
4375,2164,BAD
4376,2164,BAD
4377,2164,BAD
4378,2164,BAD
4379,2164,BAD
4380,2164,BAD
4381,2164,BAD
4382,2164,BAD
4383,2164,BAD
4384,2164,BAD
4363,2165,BAD
4364,2165,BAD
4365,2165,BAD
4366,2165,BAD
4367,2165,BAD
4368,2165,BAD
4369,2165,BAD
4370,2165,BAD
4371,2165,BAD
4372,2165,BAD
4373,2165,BAD
4374,2165,BAD
4375,2165,BAD
4376,2165,BAD
4377,2165,BAD
4378,2165,BAD
4379,2165,BAD
4380,2165,BAD
4381,2165,BAD
4382,2165,BAD
4365,2166,BAD
4366,2166,BAD
4367,2166,BAD
4368,2166,BAD
4369,2166,BAD
4370,2166,BAD
4371,2166,BAD
4372,2166,BAD
4373,2166,BAD
4374,2166,BAD
4375,2166,BAD
4376,2166,BAD
4377,2166,BAD
4378,2166,BAD
4379,2166,BAD
4380,2166,BAD
4369,2167,BAD
4370,2167,BAD
4371,2167,BAD
4372,2167,BAD
4373,2167,BAD
4374,2167,BAD
4375,2167,BAD
4376,2167,BAD
4377,2167,BAD
4737,2044,BAD
4738,2044,BAD
4730,2045,BAD
4731,2045,BAD
4732,2045,BAD
4733,2045,BAD
4734,2045,BAD
4735,2045,BAD
4736,2045,BAD
4737,2045,BAD
4738,2045,BAD
4739,2045,BAD
4740,2045,BAD
4741,2045,BAD
4727,2046,BAD
4728,2046,BAD
4729,2046,BAD
4730,2046,BAD
4731,2046,BAD
4732,2046,BAD
4733,2046,BAD
4734,2046,BAD
4735,2046,BAD
4736,2046,BAD
4737,2046,BAD
4738,2046,BAD
4739,2046,BAD
4740,2046,BAD
4741,2046,BAD
4742,2046,BAD
4743,2046,BAD
4724,2047,BAD
4725,2047,BAD
4726,2047,BAD
4727,2047,BAD
4728,2047,BAD
4729,2047,BAD
4730,2047,BAD
4731,2047,BAD
4732,2047,BAD
4733,2047,BAD
4734,2047,BAD
4735,2047,BAD
4736,2047,BAD
4737,2047,BAD
4738,2047,BAD
4739,2047,BAD
4740,2047,BAD
4741,2047,BAD
4742,2047,BAD
4743,2047,BAD
4720,2048,BAD
4721,2048,BAD
4722,2048,BAD
4723,2048,BAD
4724,2048,BAD
4725,2048,BAD
4726,2048,BAD
4727,2048,BAD
4728,2048,BAD
4729,2048,BAD
4730,2048,BAD
4731,2048,BAD
4732,2048,BAD
4733,2048,BAD
4734,2048,BAD
4735,2048,BAD
4736,2048,BAD
4737,2048,BAD
4738,2048,BAD
4739,2048,BAD
4740,2048,BAD
4741,2048,BAD
4742,2048,BAD
4743,2048,BAD
4744,2048,BAD
4718,2049,BAD
4719,2049,BAD
4720,2049,BAD
4721,2049,BAD
4722,2049,BAD
4723,2049,BAD
4724,2049,BAD
4725,2049,BAD
4726,2049,BAD
4727,2049,BAD
4728,2049,BAD
4729,2049,BAD
4730,2049,BAD
4731,2049,BAD
4732,2049,BAD
4733,2049,BAD
4734,2049,BAD
4735,2049,BAD
4736,2049,BAD
4737,2049,BAD
4738,2049,BAD
4739,2049,BAD
4740,2049,BAD
4741,2049,BAD
4742,2049,BAD
4743,2049,BAD
4744,2049,BAD
4745,2049,BAD
4717,2050,BAD
4718,2050,BAD
4719,2050,BAD
4720,2050,BAD
4721,2050,BAD
4722,2050,BAD
4723,2050,BAD
4724,2050,BAD
4725,2050,BAD
4726,2050,BAD
4727,2050,BAD
4728,2050,BAD
4729,2050,BAD
4730,2050,BAD
4731,2050,BAD
4732,2050,BAD
4733,2050,BAD
4734,2050,BAD
4735,2050,BAD
4736,2050,BAD
4737,2050,BAD
4738,2050,BAD
4739,2050,BAD
4740,2050,BAD
4741,2050,BAD
4742,2050,BAD
4743,2050,BAD
4744,2050,BAD
4745,2050,BAD
4717,2051,BAD
4718,2051,BAD
4719,2051,BAD
4720,2051,BAD
4721,2051,BAD
4722,2051,BAD
4723,2051,BAD
4724,2051,BAD
4725,2051,BAD
4726,2051,BAD
4727,2051,BAD
4728,2051,BAD
4729,2051,BAD
4730,2051,BAD
4731,2051,BAD
4732,2051,BAD
4733,2051,BAD
4734,2051,BAD
4735,2051,BAD
4736,2051,BAD
4737,2051,BAD
4738,2051,BAD
4739,2051,BAD
4740,2051,BAD
4741,2051,BAD
4742,2051,BAD
4743,2051,BAD
4744,2051,BAD
4745,2051,BAD
4717,2052,BAD
4718,2052,BAD
4719,2052,BAD
4720,2052,BAD
4721,2052,BAD
4722,2052,BAD
4723,2052,BAD
4724,2052,BAD
4725,2052,BAD
4726,2052,BAD
4727,2052,BAD
4728,2052,BAD
4729,2052,BAD
4730,2052,BAD
4731,2052,BAD
4732,2052,BAD
4733,2052,BAD
4734,2052,BAD
4735,2052,BAD
4736,2052,BAD
4737,2052,BAD
4738,2052,BAD
4739,2052,BAD
4740,2052,BAD
4741,2052,BAD
4742,2052,BAD
4743,2052,BAD
4744,2052,BAD
4745,2052,BAD
4717,2053,BAD
4718,2053,BAD
4719,2053,BAD
4720,2053,BAD
4721,2053,BAD
4722,2053,BAD
4723,2053,BAD
4724,2053,BAD
4725,2053,BAD
4726,2053,BAD
4727,2053,BAD
4728,2053,BAD
4729,2053,BAD
4730,2053,BAD
4731,2053,BAD
4732,2053,BAD
4733,2053,BAD
4734,2053,BAD
4735,2053,BAD
4736,2053,BAD
4737,2053,BAD
4738,2053,BAD
4739,2053,BAD
4740,2053,BAD
4741,2053,BAD
4742,2053,BAD
4743,2053,BAD
4744,2053,BAD
4745,2053,BAD
4719,2054,BAD
4720,2054,BAD
4721,2054,BAD
4722,2054,BAD
4723,2054,BAD
4724,2054,BAD
4725,2054,BAD
4726,2054,BAD
4727,2054,BAD
4728,2054,BAD
4729,2054,BAD
4730,2054,BAD
4731,2054,BAD
4732,2054,BAD
4733,2054,BAD
4734,2054,BAD
4735,2054,BAD
4736,2054,BAD
4737,2054,BAD
4738,2054,BAD
4739,2054,BAD
4740,2054,BAD
4741,2054,BAD
4742,2054,BAD
4743,2054,BAD
4744,2054,BAD
4745,2054,BAD
4721,2055,BAD
4722,2055,BAD
4723,2055,BAD
4724,2055,BAD
4725,2055,BAD
4726,2055,BAD
4727,2055,BAD
4728,2055,BAD
4729,2055,BAD
4730,2055,BAD
4731,2055,BAD
4732,2055,BAD
4733,2055,BAD
4734,2055,BAD
4735,2055,BAD
4736,2055,BAD
4737,2055,BAD
4738,2055,BAD
4739,2055,BAD
4740,2055,BAD
4741,2055,BAD
4742,2055,BAD
4743,2055,BAD
4744,2055,BAD
4723,2056,BAD
4724,2056,BAD
4725,2056,BAD
4726,2056,BAD
4727,2056,BAD
4728,2056,BAD
4729,2056,BAD
4730,2056,BAD
4731,2056,BAD
4732,2056,BAD
4733,2056,BAD
4734,2056,BAD
4735,2056,BAD
4736,2056,BAD
4737,2056,BAD
4738,2056,BAD
4739,2056,BAD
4740,2056,BAD
4741,2056,BAD
4742,2056,BAD
4743,2056,BAD
4726,2057,BAD
4727,2057,BAD
4728,2057,BAD
4729,2057,BAD
4730,2057,BAD
4731,2057,BAD
4732,2057,BAD
4733,2057,BAD
4734,2057,BAD
4735,2057,BAD
4736,2057,BAD
4737,2057,BAD
4738,2057,BAD
4739,2057,BAD
4740,2057,BAD
4741,2057,BAD
4728,2058,BAD
4729,2058,BAD
4730,2058,BAD
4731,2058,BAD
4732,2058,BAD
4733,2058,BAD
4734,2058,BAD
4735,2058,BAD
4736,2058,BAD
4737,2058,BAD
4738,2058,BAD
4739,2058,BAD
4740,2058,BAD
4730,2059,BAD
4731,2059,BAD
4732,2059,BAD
4733,2059,BAD
4734,2059,BAD
4735,2059,BAD
4736,2059,BAD
4737,2059,BAD
4738,2059,BAD
4739,2059,BAD
4733,2060,BAD
4734,2060,BAD
4735,2060,BAD
4736,2060,BAD
470,1975,BAD
467,1976,BAD
468,1976,BAD
469,1976,BAD
470,1976,BAD
471,1976,BAD
472,1976,BAD
466,1977,BAD
467,1977,BAD
468,1977,BAD
469,1977,BAD
470,1977,BAD
471,1977,BAD
472,1977,BAD
473,1977,BAD
465,1978,BAD
466,1978,BAD
467,1978,BAD
468,1978,BAD
469,1978,BAD
470,1978,BAD
471,1978,BAD
472,1978,BAD
473,1978,BAD
474,1978,BAD
465,1979,BAD
466,1979,BAD
467,1979,BAD
468,1979,BAD
469,1979,BAD
470,1979,BAD
471,1979,BAD
472,1979,BAD
473,1979,BAD
474,1979,BAD
464,1980,BAD
465,1980,BAD
466,1980,BAD
467,1980,BAD
468,1980,BAD
469,1980,BAD
470,1980,BAD
471,1980,BAD
472,1980,BAD
473,1980,BAD
474,1980,BAD
475,1980,BAD
464,1981,BAD
465,1981,BAD
466,1981,BAD
467,1981,BAD
468,1981,BAD
469,1981,BAD
470,1981,BAD
471,1981,BAD
472,1981,BAD
473,1981,BAD
474,1981,BAD
475,1981,BAD
464,1982,BAD
465,1982,BAD
466,1982,BAD
467,1982,BAD
468,1982,BAD
469,1982,BAD
470,1982,BAD
471,1982,BAD
472,1982,BAD
473,1982,BAD
464,1983,BAD
465,1983,BAD
466,1983,BAD
467,1983,BAD
468,1983,BAD
469,1983,BAD
470,1983,BAD
471,1983,BAD
472,1983,BAD
466,1984,BAD
467,1984,BAD
468,1984,BAD
469,1984,BAD
2238,1935,BAD
2239,1935,BAD
2240,1935,BAD
2241,1935,BAD
2242,1935,BAD
2234,1936,BAD
2235,1936,BAD
2236,1936,BAD
2237,1936,BAD
2238,1936,BAD
2239,1936,BAD
2240,1936,BAD
2241,1936,BAD
2242,1936,BAD
2243,1936,BAD
2244,1936,BAD
2245,1936,BAD
2233,1937,BAD
2234,1937,BAD
2235,1937,BAD
2236,1937,BAD
2237,1937,BAD
2238,1937,BAD
2239,1937,BAD
2240,1937,BAD
2241,1937,BAD
2242,1937,BAD
2243,1937,BAD
2244,1937,BAD
2245,1937,BAD
2232,1938,BAD
2233,1938,BAD
2234,1938,BAD
2235,1938,BAD
2236,1938,BAD
2237,1938,BAD
2238,1938,BAD
2239,1938,BAD
2240,1938,BAD
2241,1938,BAD
2242,1938,BAD
2243,1938,BAD
2244,1938,BAD
2245,1938,BAD
2246,1938,BAD
2247,1938,BAD
2231,1939,BAD
2232,1939,BAD
2233,1939,BAD
2234,1939,BAD
2235,1939,BAD
2236,1939,BAD
2237,1939,BAD
2238,1939,BAD
2239,1939,BAD
2240,1939,BAD
2241,1939,BAD
2242,1939,BAD
2243,1939,BAD
2244,1939,BAD
2245,1939,BAD
2246,1939,BAD
2247,1939,BAD
2248,1939,BAD
2230,1940,BAD
2231,1940,BAD
2232,1940,BAD
2233,1940,BAD
2234,1940,BAD
2235,1940,BAD
2236,1940,BAD
2237,1940,BAD
2238,1940,BAD
2239,1940,BAD
2240,1940,BAD
2241,1940,BAD
2242,1940,BAD
2243,1940,BAD
2244,1940,BAD
2245,1940,BAD
2246,1940,BAD
2247,1940,BAD
2248,1940,BAD
2249,1940,BAD
2228,1941,BAD
2229,1941,BAD
2230,1941,BAD
2231,1941,BAD
2232,1941,BAD
2233,1941,BAD
2234,1941,BAD
2235,1941,BAD
2236,1941,BAD
2237,1941,BAD
2238,1941,BAD
2239,1941,BAD
2240,1941,BAD
2241,1941,BAD
2242,1941,BAD
2243,1941,BAD
2244,1941,BAD
2245,1941,BAD
2246,1941,BAD
2247,1941,BAD
2248,1941,BAD
2249,1941,BAD
2228,1942,BAD
2229,1942,BAD
2230,1942,BAD
2231,1942,BAD
2232,1942,BAD
2233,1942,BAD
2234,1942,BAD
2235,1942,BAD
2236,1942,BAD
2237,1942,BAD
2238,1942,BAD
2239,1942,BAD
2240,1942,BAD
2241,1942,BAD
2242,1942,BAD
2243,1942,BAD
2244,1942,BAD
2245,1942,BAD
2246,1942,BAD
2247,1942,BAD
2248,1942,BAD
2249,1942,BAD
2250,1942,BAD
2227,1943,BAD
2228,1943,BAD
2229,1943,BAD
2230,1943,BAD
2231,1943,BAD
2232,1943,BAD
2233,1943,BAD
2234,1943,BAD
2235,1943,BAD
2236,1943,BAD
2237,1943,BAD
2238,1943,BAD
2239,1943,BAD
2240,1943,BAD
2241,1943,BAD
2242,1943,BAD
2243,1943,BAD
2244,1943,BAD
2245,1943,BAD
2246,1943,BAD
2247,1943,BAD
2248,1943,BAD
2249,1943,BAD
2250,1943,BAD
2227,1944,BAD
2228,1944,BAD
2229,1944,BAD
2230,1944,BAD
2231,1944,BAD
2232,1944,BAD
2233,1944,BAD
2234,1944,BAD
2235,1944,BAD
2236,1944,BAD
2237,1944,BAD
2238,1944,BAD
2239,1944,BAD
2240,1944,BAD
2241,1944,BAD
2242,1944,BAD
2243,1944,BAD
2244,1944,BAD
2245,1944,BAD
2246,1944,BAD
2247,1944,BAD
2248,1944,BAD
2249,1944,BAD
2250,1944,BAD
2251,1944,BAD
2226,1945,BAD
2227,1945,BAD
2228,1945,BAD
2229,1945,BAD
2230,1945,BAD
2231,1945,BAD
2232,1945,BAD
2233,1945,BAD
2234,1945,BAD
2235,1945,BAD
2236,1945,BAD
2237,1945,BAD
2238,1945,BAD
2239,1945,BAD
2240,1945,BAD
2241,1945,BAD
2242,1945,BAD
2243,1945,BAD
2244,1945,BAD
2245,1945,BAD
2246,1945,BAD
2247,1945,BAD
2248,1945,BAD
2249,1945,BAD
2250,1945,BAD
2251,1945,BAD
2252,1945,BAD
2226,1946,BAD
2227,1946,BAD
2228,1946,BAD
2229,1946,BAD
2230,1946,BAD
2231,1946,BAD
2232,1946,BAD
2233,1946,BAD
2234,1946,BAD
2235,1946,BAD
2236,1946,BAD
2237,1946,BAD
2238,1946,BAD
2239,1946,BAD
2240,1946,BAD
2241,1946,BAD
2242,1946,BAD
2243,1946,BAD
2244,1946,BAD
2245,1946,BAD
2246,1946,BAD
2247,1946,BAD
2248,1946,BAD
2249,1946,BAD
2250,1946,BAD
2251,1946,BAD
2252,1946,BAD
2253,1946,BAD
2226,1947,BAD
2227,1947,BAD
2228,1947,BAD
2229,1947,BAD
2230,1947,BAD
2231,1947,BAD
2232,1947,BAD
2233,1947,BAD
2234,1947,BAD
2235,1947,BAD
2236,1947,BAD
2237,1947,BAD
2238,1947,BAD
2239,1947,BAD
2240,1947,BAD
2241,1947,BAD
2242,1947,BAD
2243,1947,BAD
2244,1947,BAD
2245,1947,BAD
2246,1947,BAD
2247,1947,BAD
2248,1947,BAD
2249,1947,BAD
2250,1947,BAD
2251,1947,BAD
2252,1947,BAD
2253,1947,BAD
2225,1948,BAD
2226,1948,BAD
2227,1948,BAD
2228,1948,BAD
2229,1948,BAD
2230,1948,BAD
2231,1948,BAD
2232,1948,BAD
2233,1948,BAD
2234,1948,BAD
2235,1948,BAD
2236,1948,BAD
2237,1948,BAD
2238,1948,BAD
2239,1948,BAD
2240,1948,BAD
2241,1948,BAD
2242,1948,BAD
2243,1948,BAD
2244,1948,BAD
2245,1948,BAD
2246,1948,BAD
2247,1948,BAD
2248,1948,BAD
2249,1948,BAD
2250,1948,BAD
2251,1948,BAD
2252,1948,BAD
2253,1948,BAD
2254,1948,BAD
2225,1949,BAD
2226,1949,BAD
2227,1949,BAD
2228,1949,BAD
2229,1949,BAD
2230,1949,BAD
2231,1949,BAD
2232,1949,BAD
2233,1949,BAD
2234,1949,BAD
2235,1949,BAD
2236,1949,BAD
2237,1949,BAD
2238,1949,BAD
2239,1949,BAD
2240,1949,BAD
2241,1949,BAD
2242,1949,BAD
2243,1949,BAD
2244,1949,BAD
2245,1949,BAD
2246,1949,BAD
2247,1949,BAD
2248,1949,BAD
2249,1949,BAD
2250,1949,BAD
2251,1949,BAD
2252,1949,BAD
2253,1949,BAD
2254,1949,BAD
2255,1949,BAD
2225,1950,BAD
2226,1950,BAD
2227,1950,BAD
2228,1950,BAD
2229,1950,BAD
2230,1950,BAD
2231,1950,BAD
2232,1950,BAD
2233,1950,BAD
2234,1950,BAD
2235,1950,BAD
2236,1950,BAD
2237,1950,BAD
2238,1950,BAD
2239,1950,BAD
2240,1950,BAD
2241,1950,BAD
2242,1950,BAD
2243,1950,BAD
2244,1950,BAD
2245,1950,BAD
2246,1950,BAD
2247,1950,BAD
2248,1950,BAD
2249,1950,BAD
2250,1950,BAD
2251,1950,BAD
2252,1950,BAD
2253,1950,BAD
2254,1950,BAD
2255,1950,BAD
2224,1951,BAD
2225,1951,BAD
2226,1951,BAD
2227,1951,BAD
2228,1951,BAD
2229,1951,BAD
2230,1951,BAD
2231,1951,BAD
2232,1951,BAD
2233,1951,BAD
2234,1951,BAD
2235,1951,BAD
2236,1951,BAD
2237,1951,BAD
2238,1951,BAD
2239,1951,BAD
2240,1951,BAD
2241,1951,BAD
2242,1951,BAD
2243,1951,BAD
2244,1951,BAD
2245,1951,BAD
2246,1951,BAD
2247,1951,BAD
2248,1951,BAD
2249,1951,BAD
2250,1951,BAD
2251,1951,BAD
2252,1951,BAD
2253,1951,BAD
2254,1951,BAD
2255,1951,BAD
2224,1952,BAD
2225,1952,BAD
2226,1952,BAD
2227,1952,BAD
2228,1952,BAD
2229,1952,BAD
2230,1952,BAD
2231,1952,BAD
2232,1952,BAD
2233,1952,BAD
2234,1952,BAD
2235,1952,BAD
2236,1952,BAD
2237,1952,BAD
2238,1952,BAD
2239,1952,BAD
2240,1952,BAD
2241,1952,BAD
2242,1952,BAD
2243,1952,BAD
2244,1952,BAD
2245,1952,BAD
2246,1952,BAD
2247,1952,BAD
2248,1952,BAD
2249,1952,BAD
2250,1952,BAD
2251,1952,BAD
2252,1952,BAD
2253,1952,BAD
2254,1952,BAD
2255,1952,BAD
2224,1953,BAD
2225,1953,BAD
2226,1953,BAD
2227,1953,BAD
2228,1953,BAD
2229,1953,BAD
2230,1953,BAD
2231,1953,BAD
2232,1953,BAD
2233,1953,BAD
2234,1953,BAD
2235,1953,BAD
2236,1953,BAD
2237,1953,BAD
2238,1953,BAD
2239,1953,BAD
2240,1953,BAD
2241,1953,BAD
2242,1953,BAD
2243,1953,BAD
2244,1953,BAD
2245,1953,BAD
2246,1953,BAD
2247,1953,BAD
2248,1953,BAD
2249,1953,BAD
2250,1953,BAD
2251,1953,BAD
2252,1953,BAD
2253,1953,BAD
2254,1953,BAD
2255,1953,BAD
2224,1954,BAD
2225,1954,BAD
2226,1954,BAD
2227,1954,BAD
2228,1954,BAD
2229,1954,BAD
2230,1954,BAD
2231,1954,BAD
2232,1954,BAD
2233,1954,BAD
2234,1954,BAD
2235,1954,BAD
2236,1954,BAD
2237,1954,BAD
2238,1954,BAD
2239,1954,BAD
2240,1954,BAD
2241,1954,BAD
2242,1954,BAD
2243,1954,BAD
2244,1954,BAD
2245,1954,BAD
2246,1954,BAD
2247,1954,BAD
2248,1954,BAD
2249,1954,BAD
2250,1954,BAD
2251,1954,BAD
2252,1954,BAD
2253,1954,BAD
2254,1954,BAD
2255,1954,BAD
2224,1955,BAD
2225,1955,BAD
2226,1955,BAD
2227,1955,BAD
2228,1955,BAD
2229,1955,BAD
2230,1955,BAD
2231,1955,BAD
2232,1955,BAD
2233,1955,BAD
2234,1955,BAD
2235,1955,BAD
2236,1955,BAD
2237,1955,BAD
2238,1955,BAD
2239,1955,BAD
2240,1955,BAD
2241,1955,BAD
2242,1955,BAD
2243,1955,BAD
2244,1955,BAD
2245,1955,BAD
2246,1955,BAD
2247,1955,BAD
2248,1955,BAD
2249,1955,BAD
2250,1955,BAD
2251,1955,BAD
2252,1955,BAD
2253,1955,BAD
2254,1955,BAD
2255,1955,BAD
2224,1956,BAD
2225,1956,BAD
2226,1956,BAD
2227,1956,BAD
2228,1956,BAD
2229,1956,BAD
2230,1956,BAD
2231,1956,BAD
2232,1956,BAD
2233,1956,BAD
2234,1956,BAD
2235,1956,BAD
2236,1956,BAD
2237,1956,BAD
2238,1956,BAD
2239,1956,BAD
2240,1956,BAD
2241,1956,BAD
2242,1956,BAD
2243,1956,BAD
2244,1956,BAD
2245,1956,BAD
2246,1956,BAD
2247,1956,BAD
2248,1956,BAD
2249,1956,BAD
2250,1956,BAD
2251,1956,BAD
2252,1956,BAD
2253,1956,BAD
2254,1956,BAD
2255,1956,BAD
2224,1957,BAD
2225,1957,BAD
2226,1957,BAD
2227,1957,BAD
2228,1957,BAD
2229,1957,BAD
2230,1957,BAD
2231,1957,BAD
2232,1957,BAD
2233,1957,BAD
2234,1957,BAD
2235,1957,BAD
2236,1957,BAD
2237,1957,BAD
2238,1957,BAD
2239,1957,BAD
2240,1957,BAD
2241,1957,BAD
2242,1957,BAD
2243,1957,BAD
2244,1957,BAD
2245,1957,BAD
2246,1957,BAD
2247,1957,BAD
2248,1957,BAD
2249,1957,BAD
2250,1957,BAD
2251,1957,BAD
2252,1957,BAD
2253,1957,BAD
2254,1957,BAD
2255,1957,BAD
2225,1958,BAD
2226,1958,BAD
2227,1958,BAD
2228,1958,BAD
2229,1958,BAD
2230,1958,BAD
2231,1958,BAD
2232,1958,BAD
2233,1958,BAD
2234,1958,BAD
2235,1958,BAD
2236,1958,BAD
2237,1958,BAD
2238,1958,BAD
2239,1958,BAD
2240,1958,BAD
2241,1958,BAD
2242,1958,BAD
2243,1958,BAD
2244,1958,BAD
2245,1958,BAD
2246,1958,BAD
2247,1958,BAD
2248,1958,BAD
2249,1958,BAD
2250,1958,BAD
2251,1958,BAD
2252,1958,BAD
2253,1958,BAD
2254,1958,BAD
2255,1958,BAD
2225,1959,BAD
2226,1959,BAD
2227,1959,BAD
2228,1959,BAD
2229,1959,BAD
2230,1959,BAD
2231,1959,BAD
2232,1959,BAD
2233,1959,BAD
2234,1959,BAD
2235,1959,BAD
2236,1959,BAD
2237,1959,BAD
2238,1959,BAD
2239,1959,BAD
2240,1959,BAD
2241,1959,BAD
2242,1959,BAD
2243,1959,BAD
2244,1959,BAD
2245,1959,BAD
2246,1959,BAD
2247,1959,BAD
2248,1959,BAD
2249,1959,BAD
2250,1959,BAD
2251,1959,BAD
2252,1959,BAD
2253,1959,BAD
2254,1959,BAD
2255,1959,BAD
2225,1960,BAD
2226,1960,BAD
2227,1960,BAD
2228,1960,BAD
2229,1960,BAD
2230,1960,BAD
2231,1960,BAD
2232,1960,BAD
2233,1960,BAD
2234,1960,BAD
2235,1960,BAD
2236,1960,BAD
2237,1960,BAD
2238,1960,BAD
2239,1960,BAD
2240,1960,BAD
2241,1960,BAD
2242,1960,BAD
2243,1960,BAD
2244,1960,BAD
2245,1960,BAD
2246,1960,BAD
2247,1960,BAD
2248,1960,BAD
2249,1960,BAD
2250,1960,BAD
2251,1960,BAD
2252,1960,BAD
2253,1960,BAD
2254,1960,BAD
2255,1960,BAD
2225,1961,BAD
2226,1961,BAD
2227,1961,BAD
2228,1961,BAD
2229,1961,BAD
2230,1961,BAD
2231,1961,BAD
2232,1961,BAD
2233,1961,BAD
2234,1961,BAD
2235,1961,BAD
2236,1961,BAD
2237,1961,BAD
2238,1961,BAD
2239,1961,BAD
2240,1961,BAD
2241,1961,BAD
2242,1961,BAD
2243,1961,BAD
2244,1961,BAD
2245,1961,BAD
2246,1961,BAD
2247,1961,BAD
2248,1961,BAD
2249,1961,BAD
2250,1961,BAD
2251,1961,BAD
2252,1961,BAD
2253,1961,BAD
2254,1961,BAD
2225,1962,BAD
2226,1962,BAD
2227,1962,BAD
2228,1962,BAD
2229,1962,BAD
2230,1962,BAD
2231,1962,BAD
2232,1962,BAD
2233,1962,BAD
2234,1962,BAD
2235,1962,BAD
2236,1962,BAD
2237,1962,BAD
2238,1962,BAD
2239,1962,BAD
2240,1962,BAD
2241,1962,BAD
2242,1962,BAD
2243,1962,BAD
2244,1962,BAD
2245,1962,BAD
2246,1962,BAD
2247,1962,BAD
2248,1962,BAD
2249,1962,BAD
2250,1962,BAD
2251,1962,BAD
2252,1962,BAD
2253,1962,BAD
2226,1963,BAD
2227,1963,BAD
2228,1963,BAD
2229,1963,BAD
2230,1963,BAD
2231,1963,BAD
2232,1963,BAD
2233,1963,BAD
2234,1963,BAD
2235,1963,BAD
2236,1963,BAD
2237,1963,BAD
2238,1963,BAD
2239,1963,BAD
2240,1963,BAD
2241,1963,BAD
2242,1963,BAD
2243,1963,BAD
2244,1963,BAD
2245,1963,BAD
2246,1963,BAD
2247,1963,BAD
2248,1963,BAD
2249,1963,BAD
2250,1963,BAD
2251,1963,BAD
2252,1963,BAD
2253,1963,BAD
2226,1964,BAD
2227,1964,BAD
2228,1964,BAD
2229,1964,BAD
2230,1964,BAD
2231,1964,BAD
2232,1964,BAD
2233,1964,BAD
2234,1964,BAD
2235,1964,BAD
2236,1964,BAD
2237,1964,BAD
2238,1964,BAD
2239,1964,BAD
2240,1964,BAD
2241,1964,BAD
2242,1964,BAD
